,Global Energy,Global Energy/Atom,Local Energy
Units,kcal/mol,kcal/mol/Atom,kcal/mol/Atom
Root Mean Squared Error,25.602172079182317,2.056323347314182,3.9114526025175396
Mean Absolute Error,18.878848435470207,1.3455190957589473,2.6572678680065147
Max Absolute Error,109.16877496827988,15.595539281182837,49.992252136859456
r²,0.9895696845683138,0.8922045906352225,0.5624358173664734
Variance of Log Absolute Error,1.3061536389921173,1.4515456473099573,1.396516895251086
Linear Fit Slope,1.0302254240132194,0.7682034949193767,0.7942895920777717
Linear Fit y-Intercept,48.28760953817796,-23.4752037329201,-20.799972662900572
